BossId,SkillId,SkillName,Priority,ShapeType,RangeX,RangeY,OffsetX,OffsetY,CastDelay,Cooldown,Damage,HitCount,MinHpPercent,MaxHpPercent,ProjectileModelId,ProjectileSpeed,CastRUID,Enabled,ProjectileRUID,HitEffectRUID,RecoverTime,CastEffectRUID,CastEffectBehind,CastSoundRUID,HitSoundRUID,CastEffectOffsetX,CastEffectOffsetY,CastEffectScale,CastPlayRate,CastRUID2,CastDelay2,CastHitFrame,CastEffectAtStart,CastEffectPlayRate,CastEffectStartFrame,CastEffectEndFrame,ShotCount,ShotInterval,AimAtTarget,BuffMoveRate,BuffDuration,Reach,LoopStartFrame,LoopEndFrame,CloseEndFrame,#Note,CrouchBand
3220000,S3,스텀피 3번 (skill1),1,box,2.0,1.6,0.7,0.5,0.5,7.0,144,1,0,100,,,7731041d2d2d4d1daaef345c1c8d8ef5,false,,,0.5,,,767b7de0d1e9447b91edbaeed49e7c2b,87191102a92f4ee88c2ac991d98309b1,0,0,1.0,1.0,,0,0,false,1.0,0,-1,1,0.2,false,1,5,-1,-1,-1,-1,비활성(사용자 확정). skill1 은 attack2 와 앞 18프레임이 완전히 같은 복제 클립이고 원본에서는 소환 시전 동작이다(S4 로 옮겼다). 회피 불가 box 이기도 하다,-1
3220000,S4,스텀피 고스텀피 소환 (skill1),4,summon,2.0,0,0,0,-1,20.0,0,3,0,30,monster1140100,0,7731041d2d2d4d1daaef345c1c8d8ef5,true,,,0.4,7607f6c025124ae8a717e1c59dff00c3,true,05c2c35cb8d14ad59a0de03e6bd891fc,,0,0,1.0,1.0,,0,13,true,1.0,0,-1,1,0.2,false,1,5,-1,-1,-1,-1,고스텀피 소환 3마리(사용자 확정 - 7마리는 너무 많았다). 좌·중앙·우로 RangeX 만큼 벌려 놓되 · 각 자리의 지형 높이를 레이캐스트로 찾아 그 위 0.2 에 스폰한다(경사면에서 허공에 떠 떨어지던 문제). 모션은 skill1. RespawnOn=false 라 죽으면 사라진다. 쿨 20초 · HP 30% 이하에서만(사용자 확정),-1
3220000,S5,스텀피 지면 강타 (attack1),3,ground,5.0,1.0,0,0.5,-1,8.0,216,1,0,100,,0,3a3034172ea14fe0b5e636604e352306,true,,,0.5,,,05c2c35cb8d14ad59a0de03e6bd891fc,87191102a92f4ee88c2ac991d98309b1,0,0,1.0,1.0,,0,10,,1.0,0,-1,1,0.2,false,1,5,-1,-1,-1,-1,신규 - attack1 을 전용 스킬로 분리(사용자 확정: 점프공격 모션은 자기 스킬을 갖는다). 모션은 f0~f8 몸이 번쩍이며 기 모으기 -> f9 지면 강타 + 먼지 폭발 -> f10~f14 먼지. CastHitFrame 10 = f9 의 쿵 순간에 판정. shape=ground 라 킹슬라임·머쉬맘처럼 점프로 회피할 수 있다. 스텀피에는 도약 클립이 없어 제자리 강타로 구현했다. Damage=AttackPower x 1.2,-1
8130100,S1,주니어 발록 마법진 (attack1),3,target,12.0,8.0,0.0,0.0,1.0,14.2,222,1,0,100,,,45a54fc4b202417bab825bf820698d7e,true,,f02babaa89c7423f8b236e0193b34df0,1.2,7607f6c025124ae8a717e1c59dff00c3,true,21ac666399fd4adf8a1bfc197c2a20bd,464157c2cc2346ecb161e9e874aed48b,0,1.0,1.0,1.0,,0,0,true,1.0,0,-1,1,0.2,false,1,5,-1,-1,-1,-1,날개를 펼치며 마법진이 보스 뒤에 생기고(정지) 불덩이가 타겟에 떨어진다. 불가피 - 추격 사거리(DetectionRange 5)를 통째로 덮는 박스에 target 판정이라 범위 안이면 최근접 1명이 반드시 맞는다. OffsetX 0 이라 좌우 대칭이다,-1
8130100,S2,주니어 발록 화염구 (attack2),2,projectile,0.8,0.8,0.7,0.5,0.4,9.7,444,1,0,100,bossprojectile,6.0,94ccc3fa961d46ef8f839841493765ad,true,788a0d0288514c17af0c3e35ad6834fa,7a049161810249209cf0c284bbcf50d7,0.5,a7b1ea28d99a4f4e91691fed6e3a63a9,false,5d70c04f900a4a4ba95ca1ecad8f5767,464157c2cc2346ecb161e9e874aed48b,0,0,1.0,1.0,,0,0,false,1.0,0,-1,1,0.2,false,1,5,-1,-1,-1,-1,불구덩이를 던진다. 점프로 피할 수 있다 - 단 플레이어 MovementComponent.JumpForce 가 1.0 이상이어야 넘어간다. 현재 기본값 0.9 라 지금은 못 피한다,-1
8130100,S3,주니어 발록 손톱 긁기 (attack3),1,crouchable,3.2,1.4,1.8,0.9,0.5,11.1,666,1,0,100,,,670661a1a9e8434eb6888cceb6d617c9,true,,e728847c3e974093a7a1837bb0871335,0.6,5638984319fd476ca3d89e2aaca7f32a,false,dbc755c0609e45f39f6b76a5ed119921,464157c2cc2346ecb161e9e874aed48b,1.8,1.1,1.0,1.0,,0,0,false,1.0,0,-1,1,0.2,false,1,5,-1,-1,-1,-1,팔을 휘두르며 손톱 긁기. 원거리 박스형. ShapeType=crouchable - 숙이면(CROUCH 상태) 안 맞는다. 박스 높이로는 못 만든다: 플레이어 HitComponent 는 숙여도 안 줄어든다. CastDelay 0.5 가 숙일 시간을 준다 - 줄이면 안 된다,-1
8130100,S2F,주니어 발록 화염구 페이크 (attack2),2,fake,0.8,0.8,0.7,0.5,0.4,29.1,0,0,0,70,,6.0,94ccc3fa961d46ef8f839841493765ad,true,,,0,,false,5d70c04f900a4a4ba95ca1ecad8f5767,,0,0,1.0,1.0,,0,0,false,1.0,0,-1,1,0.2,false,1,5,-1,-1,-1,-1,페이크 모션. 판정 없음. 시전 모션과 소리는 진짜와 같고 발사 순간 아무 일도 안 일어난다. RecoverTime 0 이라 발사 직전에 모션이 끊긴다. HP 70% 이하에서만 나온다. ProjectileSpeed 는 사거리 계산용으로만 남긴다 🔴 Priority 1 -> 2. S2(화염구)를 흉내내므로 S2 와 같아야 대신 나갈 수 있다. 1 이면 S1(3)·S2(2)가 둘 다 쿨일 때만,-1
8130100,S3F,주니어 발록 손톱 긁기 페이크 (attack3),1,fake,3.2,1.4,1.8,0.9,0.5,33.3,0,0,0,70,,0,670661a1a9e8434eb6888cceb6d617c9,true,,,0,,false,dbc755c0609e45f39f6b76a5ed119921,,0,0,1.0,1.0,,0,0,false,1.0,0,-1,1,0.2,false,1,5,-1,-1,-1,-1,페이크 모션. 판정 없음. 시전 모션과 소리는 진짜와 같고 발사 순간 아무 일도 안 일어난다. RecoverTime 0 이라 발사 직전에 모션이 끊긴다. HP 70% 이하에서만 나온다,-1
8130100,S4,주니어 발록 마노 소환 (attack1),9,summon,3.0,0,0,0,1.5,9999,0,3,0,15,monster2220000,0,45a54fc4b202417bab825bf820698d7e,true,,,1.2,7607f6c025124ae8a717e1c59dff00c3,true,21ac666399fd4adf8a1bfc197c2a20bd,,0,0,1.0,1.0,,0,0,true,1.0,0,-1,1,0.2,false,1,5,-1,-1,-1,-1,HP 15% 이하에서 단 1회(쿨 9999). 좌·중앙·우에 마노 3마리를 소환한다. 능력치는 BossInfo 의 마노 그대로(HP 18750). RespawnOn=false 라 죽으면 사라진다. ProjectileModelId=소환 모델 / HitCount=마리 수 / RangeX=좌우 폭,-1
5250007,S1,에피네아 진홍 날개 펼치기 (attack1),5,box,3.67,3.68,0.79,1.08,-1,5.0,300,1,0,100,,,a46384f1902340d88369e2ad2cd2fbc3,true,,aed6e55698bb4230b510ec9a1253149b,-1,,,d495dde8012f4c54be024bd7dd8bbd58,,0,0,1.0,1.0,,0,7,false,1.0,0,-1,1,0.2,false,1,5,-1,-1,-1,-1,"""원본 클립 attack1. ball 없어 근접. CastDelay -1 = 클립 실측 자동. CastHitFrame 7 = 19프레임 중 폭이 184->304 로 급증하는 지점(f13~f18 은 stand 꼬리라 제외). 04x3.64 로 세로/가로 1.20 = 세로로 김 -> 숙여서 회피. Priority 동률화(5) - 예전엔 8 이라 S1~S4 만 나오고 뒤쪽은 거의 안 나왔다 🔴 판정 박스를 이펙트에 완전 동일화(사용자 확정) - 원본 attack1 전 프레임의 Width/Height/PivotPixel 을 런타임 실측해 f7~f12 합집합 · 전방 2.62(f9) 후방 1.05(f12) 위 2.92(f8) 아래 -0.76(f10). ShapeType box - 숙이거나 점프해서 피할 수 있는 모션이 아니다(사용자 판단). CastHitFrame 은 안 옮겼다 - 최대 확장 프레임으로 미루면 시전이 늦어져 마노에서 지적받은 ""한 박자 늦음"" 이 재현된다. 터지는 순간 판정 · 범위는 보이는 만큼"" 🔴 RecoverTime 0.4 -> -1(클립 실측 자동). 손으로 넣은 값이 클립보다 짧아 RestoreSprite 가 모션 도중 끼어들어 애니메이션이 잘렸다 - S3 는 클립 3.27초 중 1.06초만 보였다",-1
5250007,S2,에피네아 초승달 참격 (attack2),5,box,4.59,3.02,-0.11,0.89,-1,6.0,240,1,0,100,,,389a357c9dc440838d7b530ae482e102,true,,c5bb61616f974ca884276b8ffe3cf67f,-1,,,cde81b7278de40c4ac62db5ff0d2319b,,0,0,1.0,1.0,,0,7,false,1.0,0,-1,1,0.2,false,1,5,-1,-1,-1,-1,"""원본 클립 attack2. CastHitFrame 7 = 22프레임 중 폭이 104->300 으로 급증하는 지점. 60x3.04 로 세로/가로 0.66 = 가로로 납작 -> 점프로 회피. Priority 동률화(5) 🔴 판정 박스를 이펙트에 완전 동일화(사용자 확정) - 원본 attack2 전 프레임의 Width/Height/PivotPixel 을 런타임 실측해 f7~f12 합집합 · 전방 2.18(f11) 후방 2.41(f12) 위 2.40(f12) 아래 -0.62(f11). ShapeType box - 숙이거나 점프해서 피할 수 있는 모션이 아니다(사용자 판단). CastHitFrame 은 안 옮겼다 - 최대 확장 프레임으로 미루면 시전이 늦어져 마노에서 지적받은 ""한 박자 늦음"" 이 재현된다. 터지는 순간 판정 · 범위는 보이는 만큼"" 🔴 RecoverTime 0.5 -> -1(클립 실측 자동). 손으로 넣은 값이 클립보다 짧아 RestoreSprite 가 모션 도중 끼어들어 애니메이션이 잘렸다 - S3 는 클립 3.27초 중 1.06초만 보였다",-1
5250007,S3,에피네아 청백 전격 폭발 (attack3),5,box,10.11,6.46,0.46,0.93,-1,7.0,360,1,0,100,,,d23c667960bd479e84269615e41ca3a0,true,,246c49ad24fc4aa9a30bdc638c629b3b,-1,,,bf0797a8446c4b2894a73500e077380b,,0,0,1.0,1.0,,0,4,false,1.0,0,-1,1,0.2,false,1,5,-1,-1,-1,-1,"""원본 클립 attack3. CastHitFrame 4 = 31프레임 중 폭이 632->868 로 급증해 안정되는 지점. 92x3.76 으로 세로/가로 0.42 = 극단적으로 가로로 납작 -> 점프로 회피. 🔴 이펙트 폭 8.92 는 화면 폭 12.8 의 70% 다. 판정 박스(RangeX 3.5)는 일부러 그대로 뒀다 - 시각에 맞추면 사실상 회피 불가가 된다(사용자 확정). Priority 동률화(5) 🔴 판정 박스를 이펙트에 완전 동일화(사용자 확정) - 원본 attack3 전 프레임의 Width/Height/PivotPixel 을 런타임 실측해 f1~f22 합집합 · 전방 5.51(f15) 후방 4.60(f16) 위 4.16(f17) 아래 -2.30(f15). ShapeType box - 숙이거나 점프해서 피할 수 있는 모션이 아니다(사용자 판단). CastHitFrame 은 안 옮겼다 - 최대 확장 프레임으로 미루면 시전이 늦어져 마노에서 지적받은 ""한 박자 늦음"" 이 재현된다. 터지는 순간 판정 · 범위는 보이는 만큼"" 🔴 RecoverTime 0.7 -> -1(클립 실측 자동). 손으로 넣은 값이 클립보다 짧아 RestoreSprite 가 모션 도중 끼어들어 애니메이션이 잘렸다 - S3 는 클립 3.27초 중 1.06초만 보였다",-1
5250007,S4,에피네아 꽃가루 살포 (attack4),5,box,6.16,2.87,-0.01,0.67,-1,8.0,300,1,0,100,,,fd081c9c6980494da1a159c77cbbc26a,true,,b7724637340a462db01f50710e984522,-1,,,9e03e7fe7a024bc1acce581d67f1d409,,0,0,1.0,1.0,,0,11,false,1.0,0,-1,1,0.2,false,1,5,-1,-1,-1,-1,"""원본 클립 attack4. CastHitFrame 11 = 24프레임 중 폭이 160->464 로 급증하는 지점. 16x2.04 로 세로/가로 0.33 = 가로로 납작 -> 점프로 회피. Priority 동률화(5) 🔴 판정 박스를 이펙트에 완전 동일화(사용자 확정) - 원본 attack4 전 프레임의 Width/Height/PivotPixel 을 런타임 실측해 f3~f19 합집합 · 전방 3.07(f17) 후방 3.09(f17) 위 2.11(f3) 아래 -0.76(f15). ShapeType box - 숙이거나 점프해서 피할 수 있는 모션이 아니다(사용자 판단). CastHitFrame 은 안 옮겼다 - 최대 확장 프레임으로 미루면 시전이 늦어져 마노에서 지적받은 ""한 박자 늦음"" 이 재현된다. 터지는 순간 판정 · 범위는 보이는 만큼"" 🔴 RecoverTime 0.4 -> -1(클립 실측 자동). 손으로 넣은 값이 클립보다 짧아 RestoreSprite 가 모션 도중 끼어들어 애니메이션이 잘렸다 - S3 는 클립 3.27초 중 1.06초만 보였다",-1
5250007,S5,에피네아 흰 기류 휘감기 (skill1),5,box,3.52,3.35,0.59,1.07,-1,9.0,240,1,0,100,,,32e7d405a9474e4a9185629123d56d4c,true,,,-1,,,1067e26e7b1047d4a40bb10214c82ab3,,0,0,1.0,1.0,,0,12,false,1.0,0,-1,1,0.2,false,1,5,-1,-1,-1,-1,"""원본 클립 skill1. CastHitFrame 12 = 22프레임 중 280x220 -> 316x256 으로 커지는 지점. 52x2.76 으로 세로/가로 0.78 = 가로로 납작 -> 점프로 회피. Priority 동률화(5) 🔴 판정 박스를 이펙트에 완전 동일화(사용자 확정) - 원본 skill1 전 프레임의 Width/Height/PivotPixel 을 런타임 실측해 f1~f17 합집합 · 전방 2.35(f17) 후방 1.17(f8) 위 2.75(f13) 아래 -0.60(f17). ShapeType box - 숙이거나 점프해서 피할 수 있는 모션이 아니다(사용자 판단). CastHitFrame 은 안 옮겼다 - 최대 확장 프레임으로 미루면 시전이 늦어져 마노에서 지적받은 ""한 박자 늦음"" 이 재현된다. 터지는 순간 판정 · 범위는 보이는 만큼"" 🔴 RecoverTime 0.5 -> -1(클립 실측 자동). 손으로 넣은 값이 클립보다 짧아 RestoreSprite 가 모션 도중 끼어들어 애니메이션이 잘렸다 - S3 는 클립 3.27초 중 1.06초만 보였다",-1
5250007,S6,에피네아 보랏빛 소용돌이 (skill2),5,box,3.32,2.41,0.5,0.61,-1,10.0,360,1,0,100,,,0f71627f6ce5457fa03baf4519bbdb84,true,,,-1,,,a2db10d2b8644f879e3f489ec52b2027,,0,0,1.0,1.0,,0,7,false,1.0,0,-1,1,0.2,false,1,5,-1,-1,-1,-1,"""원본 클립 skill2. CastHitFrame 7 = 21프레임 중 폭이 176->324 로 급증하는 지점. 24x2.36 으로 세로/가로 0.73 = 가로로 납작. Priority 동률화(5) 🔴 판정 박스를 이펙트에 완전 동일화(사용자 확정) - 원본 skill2 전 프레임의 Width/Height/PivotPixel 을 런타임 실측해 f7~f17 합집합 · 전방 2.16(f11) 후방 1.16(f15) 위 1.82(f10) 아래 -0.59. ShapeType box - 숙이거나 점프해서 피할 수 있는 모션이 아니다(사용자 판단). CastHitFrame 은 안 옮겼다 - 최대 확장 프레임으로 미루면 시전이 늦어져 마노에서 지적받은 ""한 박자 늦음"" 이 재현된다. 터지는 순간 판정 · 범위는 보이는 만큼"" 🔴 RecoverTime 0.7 -> -1(클립 실측 자동). 손으로 넣은 값이 클립보다 짧아 RestoreSprite 가 모션 도중 끼어들어 애니메이션이 잘렸다 - S3 는 클립 3.27초 중 1.06초만 보였다",-1
5250007,S7,에피네아 둥지 귀환 순간이동 (skill3+skillAfter3),10,teleport,0,0,0,0,-1,30.0,0,1,0,100,,,cd1d112831d04a6d92e40f3d59452533,true,,,-1,,,22f164a39c8b4fecacd7ad313107e474,,0,0,1.0,1.0,d6aae62bf3ad47aba19ebb737e19e0d5,-1,9,false,1.0,0,-1,1,0.2,false,1,5,-1,-1,-1,-1,🔴 공격이 아니라 텔레포트다(사용자 확인) - S1~S6 을 전부 끄고 S7 만 남겨 관찰한 결과. 실측에서도 폭이 1.95 로 stand(1.87)와 거의 같아 혼자만 이상했다(나머지는 3.3~10.1). 2단 시전 구조를 그대로 쓴다 - skill3(모으기)에서 사라지고 skillAfter3(나타나기)에서 둥지 중앙에 뜬다. 이동 시점은 두 클립 사이(BeginCastPhase2)다. 끝에서 옮기면 옛 자리에서 다 돌고 툭 튄다. 목적지는 BossInfo 의 SpawnX/SpawnY(-0.45 · -1.10) - 보스가 실제로 태어난 자리라 지형이 안전하다. 쿨다운 30초(사용자 지정). 판정을 안 내므로 Range/Offset/Damage 는 의미 없어 0 으로 비웠다. SkillReach 는 소환과 같이 거리 무관 - 플레이어가 멀리 유인했을 때 돌아가는 게 목적이라 오히려 멀수록 써야 한다 🔴 RecoverTime 0.4 -> -1(클립 실측 자동). 손으로 넣은 값이 클립보다 짧아 RestoreSprite 가 모션 도중 끼어들어 애니메이션이 잘렸다 - S3 는 클립 3.27초 중 1.06초만 보였다,-1
5250007,S8,에피네아 순간이동 후반부 (skillAfter3 · S7 에 흡수),1,box,2.0,1.6,0.7,0.5,0.5,12.0,240,1,0,100,,,d6aae62bf3ad47aba19ebb737e19e0d5,false,,,0.5,,,,,0,0,1.0,1.0,,0,0,false,1.0,0,-1,1,0.2,false,1,5,-1,-1,-1,-1,비활성(사용자 확정). skillAfter3 는 독립 스킬이 아니라 skill3 의 후반부다 - S7 의 CastRUID2 로 옮겼다. 단독으로 쓰면 stand 에서 갑자기 중간 자세로 튀었다가 복귀해 어색하다,-1
5250007,S9,에피네아 페어리 소환 (attack1),9,summon,2.5,0,0,0,1.0,30.0,0,3,0,60,monster3000001,0,a46384f1902340d88369e2ad2cd2fbc3,true,,,0.8,7607f6c025124ae8a717e1c59dff00c3,true,d495dde8012f4c54be024bd7dd8bbd58,,0,0,1.0,1.0,,0,0,true,1.0,0,-1,1,0.2,false,1,5,-1,-1,-1,-1,페어리 3마리를 좌·중앙·우에 소환한다. 능력치는 MonsterInfo 그대로. RespawnOn=false 라 죽으면 사라진다. Priority 9 유지 - 공격 7종을 5 로 동률화했으므로 소환은 게이트가 열리면 반드시 이긴다. 소환진은 발록 팩 마법진을 공용으로 쓴다. 쿨다운·HP구간·마리수는 플레이하며 튜닝할 자리,-1
