MapName,MonsterId,X,Y,SpawnerId,SpawnId,SpawnCount,RespawnSeconds,Enabled,#Note
KerningCity_Hunt_ConstructionSite,1210102,17.78,0.36,AbandonedConstructionSite_SP018,AbandonedConstructionSite_SP018_M1210102,1,10,true,원본 monster-2218_5
KerningCity_Hunt_SewerApproach,2130103,-13.03,0.89,SwampOfDespair_SP001,SwampOfDespair_SP001_M2130103,1,10,true,원본 monster-1550
KerningCity_Hunt_SewerApproach,2130103,-11.17,0.86,SwampOfDespair_SP002,SwampOfDespair_SP002_M2130103,1,10,true,원본 monster-1550_1
KerningCity_Hunt_SewerApproach,2130103,-7.65,1.53,SwampOfDespair_SP003,SwampOfDespair_SP003_M2130103,1,10,true,원본 monster-1550_2
KerningCity_Hunt_SewerApproach,2130103,-5.83,1.5,SwampOfDespair_SP004,SwampOfDespair_SP004_M2130103,1,10,true,원본 monster-1550_3
KerningCity_Hunt_SewerApproach,2130103,-4.04,1.5,SwampOfDespair_SP005,SwampOfDespair_SP005_M2130103,1,10,true,원본 monster-1550_4
KerningCity_Hunt_SewerApproach,2130103,-2.24,0.9,SwampOfDespair_SP006,SwampOfDespair_SP006_M2130103,1,10,true,원본 monster-1550_5
KerningCity_Hunt_SewerApproach,2130103,-0.44,0.89,SwampOfDespair_SP007,SwampOfDespair_SP007_M2130103,1,10,true,원본 monster-1550_6
KerningCity_Hunt_SewerApproach,2130103,1.37,0.9,SwampOfDespair_SP008,SwampOfDespair_SP008_M2130103,1,10,true,원본 monster-1550_7
KerningCity_Hunt_SewerApproach,2130103,-0.7,-0.97,SwampOfDespair_SP009,SwampOfDespair_SP009_M2130103,1,10,true,원본 monster-1550_8
KerningCity_Hunt_SewerApproach,2130103,-2.49,-0.56,SwampOfDespair_SP010,SwampOfDespair_SP010_M2130103,1,10,true,원본 monster-1550_9
KerningCity_Hunt_SewerApproach,2130103,-6.7,-0.75,SwampOfDespair_SP011,SwampOfDespair_SP011_M2130103,1,10,true,원본 monster-1550_10
KerningCity_Hunt_SewerApproach,2130103,-10.33,-0.89,SwampOfDespair_SP012,SwampOfDespair_SP012_M2130103,1,10,true,원본 monster-1550_11
KerningCity_Hunt_SewerApproach,2130103,-6.65,1.58,SwampOfDespair_SP013,SwampOfDespair_SP013_M2130103,1,10,true,원본 monster-1550_12
KerningCity_Hunt_SewerApproach,2130103,0.82,0.85,SwampOfDespair_SP014,SwampOfDespair_SP014_M2130103,1,10,true,원본 monster-1550_13
KerningCity_Hunt_SewerApproach,2130103,-4.88,1.49,SwampOfDespair_SP015,SwampOfDespair_SP015_M2130103,1,10,true,원본 monster-1550_14
KerningCity_Hunt_SewerApproach,2130103,-1.14,0.91,SwampOfDespair_SP016,SwampOfDespair_SP016_M2130103,1,10,true,원본 monster-1550_15
KerningCity_Hunt_SewerApproach,2130103,-12.78,-0.84,SwampOfDespair_SP017,SwampOfDespair_SP017_M2130103,1,10,true,원본 monster-1550_16
KerningCity_Hunt_SewerApproach,2130103,-9.16,0.84,SwampOfDespair_SP018,SwampOfDespair_SP018_M2130103,1,10,true,원본 monster-1550_17
KerningCity_Hunt_SewerApproach,2130103,-11.32,2.64,SwampOfDespair_SP019,SwampOfDespair_SP019_M2130103,1,10,true,원본 monster-1550_18
KerningCity_Hunt_SewerApproach,2130103,-10.07,2.6,SwampOfDespair_SP020,SwampOfDespair_SP020_M2130103,1,10,true,원본 monster-1550_19
KerningCity_Hunt_SewerApproach,2130103,-7.14,3.98,SwampOfDespair_SP021,SwampOfDespair_SP021_M2130103,1,10,true,원본 monster-1550_20
KerningCity_Hunt_SewerApproach,2130103,-6.1,3.72,SwampOfDespair_SP022,SwampOfDespair_SP022_M2130103,1,10,true,원본 monster-1550_21
KerningCity_Hunt_SewerApproach,2130103,-5.13,3.76,SwampOfDespair_SP023,SwampOfDespair_SP023_M2130103,1,10,true,원본 monster-1550_22
KerningCity_Hunt_SewerApproach,2130103,-3.87,3.77,SwampOfDespair_SP024,SwampOfDespair_SP024_M2130103,1,10,true,원본 monster-1550_23
KerningCity_Hunt_SewerApproach,2130103,-1.21,2.52,SwampOfDespair_SP025,SwampOfDespair_SP025_M2130103,1,10,true,원본 monster-1550_24
KerningCity_Hunt_SewerApproach,2130103,-0.51,2.6,SwampOfDespair_SP026,SwampOfDespair_SP026_M2130103,1,10,true,원본 monster-1550_25
KerningCity_Hunt_SewerApproach,2130103,0.48,2.67,SwampOfDespair_SP027,SwampOfDespair_SP027_M2130103,1,10,true,원본 monster-1550_26
Henesys_Hunt_GolemsTemple,5130102,8.92,-0.32,GolemsTemple1_SP001,GolemsTemple1_SP001_M5130102,1,10,true,원본 monster-3240
Henesys_Hunt_GolemsTemple,5130102,4.45,2.49,GolemsTemple1_SP002,GolemsTemple1_SP002_M5130102,1,10,true,원본 monster-3240_1
Henesys_Hunt_GolemsTemple,5130102,4.08,-1.98,GolemsTemple1_SP003,GolemsTemple1_SP003_M5130102,1,10,true,원본 monster-3240_10
Henesys_Hunt_GolemsTemple,5130102,6.36,0.74,GolemsTemple1_SP004,GolemsTemple1_SP004_M5130102,1,10,true,원본 monster-3240_11
Henesys_Hunt_GolemsTemple,5130102,4.05,-0.26,GolemsTemple1_SP005,GolemsTemple1_SP005_M5130102,1,10,true,원본 monster-3240_12
Henesys_Hunt_GolemsTemple,5130102,6.3,0.05,GolemsTemple1_SP006,GolemsTemple1_SP006_M5130102,1,10,true,원본 monster-3240_13
Henesys_Hunt_GolemsTemple,5130102,6.52,2.56,GolemsTemple1_SP007,GolemsTemple1_SP007_M5130102,1,10,true,원본 monster-3240_14
Henesys_Hunt_GolemsTemple,5130102,4.99,0.55,GolemsTemple1_SP008,GolemsTemple1_SP008_M5130102,1,10,true,원본 monster-3240_2
Henesys_Hunt_GolemsTemple,5130102,5,-2.73,GolemsTemple1_SP009,GolemsTemple1_SP009_M5130102,1,10,true,원본 monster-3240_3
Henesys_Hunt_GolemsTemple,5130102,3.18,-2.62,GolemsTemple1_SP010,GolemsTemple1_SP010_M5130102,1,10,true,원본 monster-3240_4
Henesys_Hunt_GolemsTemple,5130102,6.86,-2.87,GolemsTemple1_SP011,GolemsTemple1_SP011_M5130102,1,10,true,원본 monster-3240_5
Henesys_Hunt_GolemsTemple,5130102,11.5,-2.83,GolemsTemple1_SP012,GolemsTemple1_SP012_M5130102,1,10,true,원본 monster-3240_6
Henesys_Hunt_GolemsTemple,5130102,9.29,-2.85,GolemsTemple1_SP013,GolemsTemple1_SP013_M5130102,1,10,true,원본 monster-3240_7
Henesys_Hunt_GolemsTemple,5130102,8.5,-1.83,GolemsTemple1_SP014,GolemsTemple1_SP014_M5130102,1,10,true,원본 monster-3240_8
Henesys_Hunt_GolemsTemple,5130102,6.11,-1.91,GolemsTemple1_SP015,GolemsTemple1_SP015_M5130102,1,10,true,원본 monster-3240_9
Henesys_Hunt_BlueMushroomTrail,2220110,-42.1,16.13,BlueMushroomForest_SP001,BlueMushroomForest_SP001_M2220110,1,10,true,원본 monster-1419
Henesys_Hunt_BlueMushroomTrail,2220110,-42.81,13.71,BlueMushroomForest_SP002,BlueMushroomForest_SP002_M2220110,1,10,true,원본 monster-1419_1
Henesys_Hunt_BlueMushroomTrail,2220110,-37.84,13.71,BlueMushroomForest_SP003,BlueMushroomForest_SP003_M2220110,1,10,true,원본 monster-1419_2
Henesys_Hunt_BlueMushroomTrail,2220110,-38.94,11.23,BlueMushroomForest_SP004,BlueMushroomForest_SP004_M2220110,1,10,true,원본 monster-1419_3
Henesys_Hunt_BlueMushroomTrail,2220110,-32.3,11.91,BlueMushroomForest_SP005,BlueMushroomForest_SP005_M2220110,1,10,true,원본 monster-1419_4
Henesys_Hunt_BlueMushroomTrail,2220110,-41.6,16.24,BlueMushroomForest_SP006,BlueMushroomForest_SP006_M2220110,1,10,true,원본 monster-1419_5
Henesys_Hunt_BlueMushroomTrail,2220110,-38.39,16.15,BlueMushroomForest_SP007,BlueMushroomForest_SP007_M2220110,1,10,true,원본 monster-1419_6
Henesys_Hunt_BlueMushroomTrail,2220100,-45.89,11.3,BlueMushroomForest_SP008,BlueMushroomForest_SP008_M2220100,1,10,true,원본 monster-805
Henesys_Hunt_BlueMushroomTrail,2220100,-44.36,11.3,BlueMushroomForest_SP009,BlueMushroomForest_SP009_M2220100,1,10,true,원본 monster-805_1
Henesys_Hunt_BlueMushroomTrail,2220100,-38.84,16.34,BlueMushroomForest_SP010,BlueMushroomForest_SP010_M2220100,1,10,true,원본 monster-805_10
Henesys_Hunt_BlueMushroomTrail,2220100,-43.46,16.17,BlueMushroomForest_SP011,BlueMushroomForest_SP011_M2220100,1,10,true,원본 monster-805_11
Henesys_Hunt_BlueMushroomTrail,2220100,-40.32,16.18,BlueMushroomForest_SP012,BlueMushroomForest_SP012_M2220100,1,10,true,원본 monster-805_12
Henesys_Hunt_BlueMushroomTrail,2220100,-29.4,11.88,BlueMushroomForest_SP013,BlueMushroomForest_SP013_M2220100,1,10,true,원본 monster-805_13
Henesys_Hunt_BlueMushroomTrail,2220100,-35.22,11.32,BlueMushroomForest_SP014,BlueMushroomForest_SP014_M2220100,1,10,true,원본 monster-805_14
Henesys_Hunt_BlueMushroomTrail,2220100,-40.99,11.33,BlueMushroomForest_SP015,BlueMushroomForest_SP015_M2220100,1,10,true,원본 monster-805_15
Henesys_Hunt_BlueMushroomTrail,2220100,-42.09,13.63,BlueMushroomForest_SP016,BlueMushroomForest_SP016_M2220100,1,10,true,원본 monster-805_16
Henesys_Hunt_BlueMushroomTrail,2220100,-39.94,13.78,BlueMushroomForest_SP017,BlueMushroomForest_SP017_M2220100,1,10,true,원본 monster-805_17
Henesys_Hunt_BlueMushroomTrail,2220100,-41.87,11.34,BlueMushroomForest_SP018,BlueMushroomForest_SP018_M2220100,1,10,true,원본 monster-805_18
Henesys_Hunt_BlueMushroomTrail,2220100,-38.67,11.49,BlueMushroomForest_SP019,BlueMushroomForest_SP019_M2220100,1,10,true,원본 monster-805_19
Henesys_Hunt_BlueMushroomTrail,2220100,-42.8,11.3,BlueMushroomForest_SP020,BlueMushroomForest_SP020_M2220100,1,10,true,원본 monster-805_2
Henesys_Hunt_BlueMushroomTrail,2220100,-40.6,11.37,BlueMushroomForest_SP021,BlueMushroomForest_SP021_M2220100,1,10,true,원본 monster-805_20
Henesys_Hunt_BlueMushroomTrail,2220100,-34.14,11.29,BlueMushroomForest_SP022,BlueMushroomForest_SP022_M2220100,1,10,true,원본 monster-805_21
Henesys_Hunt_BlueMushroomTrail,2220100,-37.44,11.28,BlueMushroomForest_SP023,BlueMushroomForest_SP023_M2220100,1,10,true,원본 monster-805_3
Henesys_Hunt_BlueMushroomTrail,2220100,-33.25,11.27,BlueMushroomForest_SP024,BlueMushroomForest_SP024_M2220100,1,10,true,원본 monster-805_4
Henesys_Hunt_BlueMushroomTrail,2220100,-30.61,11.88,BlueMushroomForest_SP025,BlueMushroomForest_SP025_M2220100,1,10,true,원본 monster-805_5
Henesys_Hunt_BlueMushroomTrail,2220100,-36.69,13.7,BlueMushroomForest_SP026,BlueMushroomForest_SP026_M2220100,1,10,true,원본 monster-805_6
Henesys_Hunt_BlueMushroomTrail,2220100,-44.24,13.8,BlueMushroomForest_SP027,BlueMushroomForest_SP027_M2220100,1,10,true,원본 monster-805_7
Henesys_Hunt_BlueMushroomTrail,2220100,-41.48,13.58,BlueMushroomForest_SP028,BlueMushroomForest_SP028_M2220100,1,10,true,원본 monster-805_8
Henesys_Hunt_BlueMushroomTrail,2220100,-38.67,13.96,BlueMushroomForest_SP029,BlueMushroomForest_SP029_M2220100,1,10,true,원본 monster-805_9
Henesys_Hunt_HillNorth,1210102,3.13,-4.34,HillNorthOfHenesys_SP001,HillNorthOfHenesys_SP001_M1210102,1,10,true,원본 monster-2218
Henesys_Hunt_HillNorth,1210102,5.43,-4.25,HillNorthOfHenesys_SP002,HillNorthOfHenesys_SP002_M1210102,1,10,true,원본 monster-2218_1
Henesys_Hunt_HillNorth,1210102,-3.38,-4.05,HillNorthOfHenesys_SP003,HillNorthOfHenesys_SP003_M1210102,1,10,true,원본 monster-2218_10
Henesys_Hunt_HillNorth,1210102,-1.25,-4.33,HillNorthOfHenesys_SP004,HillNorthOfHenesys_SP004_M1210102,1,10,true,원본 monster-2218_11
Henesys_Hunt_HillNorth,1210102,4.15,4.45,HillNorthOfHenesys_SP005,HillNorthOfHenesys_SP005_M1210102,1,10,true,원본 monster-2218_12
Henesys_Hunt_HillNorth,1210102,7.85,4.57,HillNorthOfHenesys_SP006,HillNorthOfHenesys_SP006_M1210102,1,10,true,원본 monster-2218_13
Henesys_Hunt_HillNorth,1210102,8.77,4.34,HillNorthOfHenesys_SP007,HillNorthOfHenesys_SP007_M1210102,1,10,true,원본 monster-2218_14
Henesys_Hunt_HillNorth,1210102,5.11,1.33,HillNorthOfHenesys_SP008,HillNorthOfHenesys_SP008_M1210102,1,10,true,원본 monster-2218_15
Henesys_Hunt_HillNorth,1210102,7.04,1.29,HillNorthOfHenesys_SP009,HillNorthOfHenesys_SP009_M1210102,1,10,true,원본 monster-2218_16
Henesys_Hunt_HillNorth,1210102,13.04,0.69,HillNorthOfHenesys_SP010,HillNorthOfHenesys_SP010_M1210102,1,10,true,원본 monster-2218_17
Henesys_Hunt_HillNorth,1210102,14.72,0.73,HillNorthOfHenesys_SP011,HillNorthOfHenesys_SP011_M1210102,1,10,true,원본 monster-2218_18
Henesys_Hunt_HillNorth,1210102,15.7,0.75,HillNorthOfHenesys_SP012,HillNorthOfHenesys_SP012_M1210102,1,10,true,원본 monster-2218_19
Henesys_Hunt_HillNorth,1210102,7.4,-4.17,HillNorthOfHenesys_SP013,HillNorthOfHenesys_SP013_M1210102,1,10,true,원본 monster-2218_2
Henesys_Hunt_HillNorth,1210102,9.3,-4.34,HillNorthOfHenesys_SP014,HillNorthOfHenesys_SP014_M1210102,1,10,true,원본 monster-2218_3
Henesys_Hunt_HillNorth,1210102,12.4,-4.31,HillNorthOfHenesys_SP015,HillNorthOfHenesys_SP015_M1210102,1,10,true,원본 monster-2218_4
Henesys_Hunt_HillNorth,1210102,8.81,-2.69,HillNorthOfHenesys_SP016,HillNorthOfHenesys_SP016_M1210102,1,10,true,원본 monster-2218_5
Henesys_Hunt_HillNorth,1210102,4.21,-2.73,HillNorthOfHenesys_SP017,HillNorthOfHenesys_SP017_M1210102,1,10,true,원본 monster-2218_6
Henesys_Hunt_HillNorth,1210102,6.31,-2.73,HillNorthOfHenesys_SP018,HillNorthOfHenesys_SP018_M1210102,1,10,true,원본 monster-2218_7
Henesys_Hunt_HillNorth,1210102,-1.22,0.15,HillNorthOfHenesys_SP019,HillNorthOfHenesys_SP019_M1210102,1,10,true,원본 monster-2218_8
Henesys_Hunt_HillNorth,1210102,0.16,0.04,HillNorthOfHenesys_SP020,HillNorthOfHenesys_SP020_M1210102,1,10,true,원본 monster-2218_9
KerningCity_Hunt_SubwayLine1,3230101,20.21,0.12,KerningSubwayLine1_SP001,KerningSubwayLine1_SP001_M3230101,1,10,true,원본 monster-2905
KerningCity_Hunt_SubwayLine1,3230101,21.44,0.09,KerningSubwayLine1_SP002,KerningSubwayLine1_SP002_M3230101,1,10,true,원본 monster-2905_1
KerningCity_Hunt_SubwayLine1,3230101,6.74,0.02,KerningSubwayLine1_SP003,KerningSubwayLine1_SP003_M3230101,1,10,true,원본 monster-2905_10
KerningCity_Hunt_SubwayLine1,3230101,5.53,0.01,KerningSubwayLine1_SP004,KerningSubwayLine1_SP004_M3230101,1,10,true,원본 monster-2905_11
KerningCity_Hunt_SubwayLine1,3230101,4.56,0.7,KerningSubwayLine1_SP005,KerningSubwayLine1_SP005_M3230101,1,10,true,원본 monster-2905_12
KerningCity_Hunt_SubwayLine1,3230101,3.56,1.89,KerningSubwayLine1_SP006,KerningSubwayLine1_SP006_M3230101,1,10,true,원본 monster-2905_13
KerningCity_Hunt_SubwayLine1,3230101,4.65,2.01,KerningSubwayLine1_SP007,KerningSubwayLine1_SP007_M3230101,1,10,true,원본 monster-2905_14
KerningCity_Hunt_SubwayLine1,3230101,6,1.88,KerningSubwayLine1_SP008,KerningSubwayLine1_SP008_M3230101,1,10,true,원본 monster-2905_15
KerningCity_Hunt_SubwayLine1,3230101,7.46,1.99,KerningSubwayLine1_SP009,KerningSubwayLine1_SP009_M3230101,1,10,true,원본 monster-2905_16
KerningCity_Hunt_SubwayLine1,3230101,10.97,1.24,KerningSubwayLine1_SP010,KerningSubwayLine1_SP010_M3230101,1,10,true,원본 monster-2905_17
KerningCity_Hunt_SubwayLine1,3230101,12.79,1.3,KerningSubwayLine1_SP011,KerningSubwayLine1_SP011_M3230101,1,10,true,원본 monster-2905_18
KerningCity_Hunt_SubwayLine1,3230101,14.24,1.3,KerningSubwayLine1_SP012,KerningSubwayLine1_SP012_M3230101,1,10,true,원본 monster-2905_19
KerningCity_Hunt_SubwayLine1,3230101,23.37,0.11,KerningSubwayLine1_SP013,KerningSubwayLine1_SP013_M3230101,1,10,true,원본 monster-2905_2
KerningCity_Hunt_SubwayLine1,3230101,15.76,1.26,KerningSubwayLine1_SP014,KerningSubwayLine1_SP014_M3230101,1,10,true,원본 monster-2905_20
KerningCity_Hunt_SubwayLine1,3230101,17.13,1.23,KerningSubwayLine1_SP015,KerningSubwayLine1_SP015_M3230101,1,10,true,원본 monster-2905_21
KerningCity_Hunt_SubwayLine1,3230101,18.52,1.81,KerningSubwayLine1_SP016,KerningSubwayLine1_SP016_M3230101,1,10,true,원본 monster-2905_22
KerningCity_Hunt_SubwayLine1,3230101,20.23,1.78,KerningSubwayLine1_SP017,KerningSubwayLine1_SP017_M3230101,1,10,true,원본 monster-2905_23
KerningCity_Hunt_SubwayLine1,3230101,21.54,1.82,KerningSubwayLine1_SP018,KerningSubwayLine1_SP018_M3230101,1,10,true,원본 monster-2905_24
KerningCity_Hunt_SubwayLine1,3230101,22.91,1.81,KerningSubwayLine1_SP019,KerningSubwayLine1_SP019_M3230101,1,10,true,원본 monster-2905_25
KerningCity_Hunt_SubwayLine1,3230101,23.75,1.82,KerningSubwayLine1_SP020,KerningSubwayLine1_SP020_M3230101,1,10,true,원본 monster-2905_26
KerningCity_Hunt_SubwayLine1,3230101,12.82,-2.9,KerningSubwayLine1_SP021,KerningSubwayLine1_SP021_M3230101,1,10,true,원본 monster-2905_27
KerningCity_Hunt_SubwayLine1,3230101,10.81,-2.91,KerningSubwayLine1_SP022,KerningSubwayLine1_SP022_M3230101,1,10,true,원본 monster-2905_28
KerningCity_Hunt_SubwayLine1,3230101,8.24,-2.89,KerningSubwayLine1_SP023,KerningSubwayLine1_SP023_M3230101,1,10,true,원본 monster-2905_29
KerningCity_Hunt_SubwayLine1,3230101,5.73,-1.47,KerningSubwayLine1_SP024,KerningSubwayLine1_SP024_M3230101,1,10,true,원본 monster-2905_3
KerningCity_Hunt_SubwayLine1,3230101,5.76,-2.97,KerningSubwayLine1_SP025,KerningSubwayLine1_SP025_M3230101,1,10,true,원본 monster-2905_30
KerningCity_Hunt_SubwayLine1,3230101,3.63,-2.94,KerningSubwayLine1_SP026,KerningSubwayLine1_SP026_M3230101,1,10,true,원본 monster-2905_31
KerningCity_Hunt_SubwayLine1,3230101,24.8,-2.77,KerningSubwayLine1_SP027,KerningSubwayLine1_SP027_M3230101,1,10,true,원본 monster-2905_32
KerningCity_Hunt_SubwayLine1,3230101,23.36,-3.1,KerningSubwayLine1_SP028,KerningSubwayLine1_SP028_M3230101,1,10,true,원본 monster-2905_33
KerningCity_Hunt_SubwayLine1,3230101,20.92,-2.82,KerningSubwayLine1_SP029,KerningSubwayLine1_SP029_M3230101,1,10,true,원본 monster-2905_34
KerningCity_Hunt_SubwayLine1,3230101,19.43,-2.78,KerningSubwayLine1_SP030,KerningSubwayLine1_SP030_M3230101,1,10,true,원본 monster-2905_35
KerningCity_Hunt_SubwayLine1,3230101,17.27,-3,KerningSubwayLine1_SP031,KerningSubwayLine1_SP031_M3230101,1,10,true,원본 monster-2905_36
KerningCity_Hunt_SubwayLine1,3230101,14.77,-2.75,KerningSubwayLine1_SP032,KerningSubwayLine1_SP032_M3230101,1,10,true,원본 monster-2905_37
KerningCity_Hunt_SubwayLine1,3230101,22.22,-1.57,KerningSubwayLine1_SP033,KerningSubwayLine1_SP033_M3230101,1,10,true,원본 monster-2905_38
KerningCity_Hunt_SubwayLine1,3230101,19.48,-1.66,KerningSubwayLine1_SP034,KerningSubwayLine1_SP034_M3230101,1,10,true,원본 monster-2905_39
KerningCity_Hunt_SubwayLine1,3230101,17.37,-0.46,KerningSubwayLine1_SP035,KerningSubwayLine1_SP035_M3230101,1,10,true,원본 monster-2905_4
KerningCity_Hunt_SubwayLine1,3230101,16.16,-1.42,KerningSubwayLine1_SP036,KerningSubwayLine1_SP036_M3230101,1,10,true,원본 monster-2905_40
KerningCity_Hunt_SubwayLine1,3230101,13.48,-1.64,KerningSubwayLine1_SP037,KerningSubwayLine1_SP037_M3230101,1,10,true,원본 monster-2905_41
KerningCity_Hunt_SubwayLine1,3230101,11.24,-1.57,KerningSubwayLine1_SP038,KerningSubwayLine1_SP038_M3230101,1,10,true,원본 monster-2905_42
KerningCity_Hunt_SubwayLine1,3230101,8.57,-1.52,KerningSubwayLine1_SP039,KerningSubwayLine1_SP039_M3230101,1,10,true,원본 monster-2905_43
KerningCity_Hunt_SubwayLine1,3230101,15.87,-0.49,KerningSubwayLine1_SP040,KerningSubwayLine1_SP040_M3230101,1,10,true,원본 monster-2905_5
KerningCity_Hunt_SubwayLine1,3230101,14.44,-0.45,KerningSubwayLine1_SP041,KerningSubwayLine1_SP041_M3230101,1,10,true,원본 monster-2905_6
KerningCity_Hunt_SubwayLine1,3230101,12.07,-0.6,KerningSubwayLine1_SP042,KerningSubwayLine1_SP042_M3230101,1,10,true,원본 monster-2905_7
KerningCity_Hunt_SubwayLine1,3230101,9.98,0.1,KerningSubwayLine1_SP043,KerningSubwayLine1_SP043_M3230101,1,10,true,원본 monster-2905_8
KerningCity_Hunt_SubwayLine1,3230101,8.16,0.02,KerningSubwayLine1_SP044,KerningSubwayLine1_SP044_M3230101,1,10,true,원본 monster-2905_9
Henesys_Boss_Mushmom,1110100,-9.77,2.55,BOSS_MushmomForestTrail_SP001,BOSS_MushmomForestTrail_SP001_M1110100,1,10,true,원본 monster-2416
Henesys_Boss_Mushmom,1110100,-8.41,2.5,BOSS_MushmomForestTrail_SP002,BOSS_MushmomForestTrail_SP002_M1110100,1,10,true,원본 monster-2416_1
Henesys_Boss_Mushmom,1110100,-14.53,0.18,BOSS_MushmomForestTrail_SP003,BOSS_MushmomForestTrail_SP003_M1110100,1,10,false,1층은 머쉬맘 전장이라 잡몹을 뺀다(사용자 확정). 되살리려면 Enabled=true. 원본 monster-2416_10
Henesys_Boss_Mushmom,1110100,-16.99,3.81,BOSS_MushmomForestTrail_SP004,BOSS_MushmomForestTrail_SP004_M1110100,1,10,true,원본 monster-2416_11
