ItemId,Name,ItemType,EquipSlot,ReqLevel,ReqJob,IconRUID,BaseStr,BaseDex,BaseInt,BaseLuk,BaseAttack,BaseMagic,BaseDefense,BaseSpeed,BaseJump,BaseAccuracy,BaseAvoid,BaseMaxHp,BaseMaxMp,Mastery,MaxDurability,MaxEnhanceLevel,Stackable,MaxStack,SellMeso,Enabled,#Note
REGION_HENESYS_SPORE,헤네시스 포자,MATERIAL,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,999,0,true,지역재화 · 헤네시스 (보스 입장권 25 · 지역 장비)
REGION_KERNING_THIEF_COIN,도둑 주화,MATERIAL,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,999,0,true,지역재화 · 커닝시티 (이름만 주화 · 인벤토리 재료)
REGION_ELLINIA_SPIRIT_DUST,정령 가루,MATERIAL,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,999,0,true,지역재화 · 엘리니아
REGION_NAUTILUS_PIRATE_COIN,해적 주화,MATERIAL,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,999,0,true,지역재화 · 노틸러스 (이름만 주화)
REGION_PERION_WARRIOR_TOKEN,전사의 증표,MATERIAL,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,999,0,true,지역재화 · 페리온
DREAM_PIECE,꿈의 조각,MATERIAL,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,999,0,true,특수 · 수비 몬스터 훈련 (5지역 보스·엘리트)
BRAND_SOULSTONE,낙인의 영혼석,MATERIAL,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,999,0,true,특수 · 발록 입장권
ENERGY_CORE,에너지 코어,MATERIAL,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,999,0,true,특수 · 디멘션 게이트 1회
WEAPON_WARRIOR_T10,전사의 청동 검,EQUIP,WEAPON,10,WARRIOR,,0,0,0,0,27,0,0,0,0,0,0,0,0,0.5,150,3,false,1,300,true,직업 장비 세트(사용자 결정 2026-09-06 · 기획 §2-2: 지역 장비 상점 = 그 지역 직업 장비를 지역재화로). ItemId {SLOT}_{JOB}_T{10|20|30} · ReqJob 은 임시 열거값(B JobId 확정 시 치환) · 무기 공/마 27→40→56 · 방어구 = ⑫ 곡선 · IconRUID 미주입(S2) · 획득 = CraftRecipe(제작 장인 = 지역 장비 상인)
HAT_WARRIOR_T10,전사의 가죽 모자,EQUIP,HAT,10,WARRIOR,,0,0,0,0,0,0,6,0,0,0,0,0,0,0,150,3,false,1,150,true,
TOP_WARRIOR_T10,전사의 가죽 상의,EQUIP,TOP,10,WARRIOR,,0,0,0,0,0,0,4,0,0,0,0,0,0,0,150,3,false,1,150,true,
BOTTOM_WARRIOR_T10,전사의 가죽 하의,EQUIP,BOTTOM,10,WARRIOR,,0,0,0,0,0,0,4,0,0,0,0,0,0,0,150,3,false,1,150,true,
SHOES_WARRIOR_T10,전사의 가죽 신발,EQUIP,SHOES,10,WARRIOR,,0,0,0,0,0,0,4,0,0,0,0,0,0,0,150,3,false,1,150,true,
GLOVES_WARRIOR_T10,전사의 가죽 장갑,EQUIP,GLOVES,10,WARRIOR,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,150,3,false,1,150,true,
WEAPON_WARRIOR_T20,전사의 강철 검,EQUIP,WEAPON,20,WARRIOR,,0,0,0,0,40,0,0,0,0,0,0,0,0,0.5,200,3,false,1,1000,true,
HAT_WARRIOR_T20,전사의 사슬 모자,EQUIP,HAT,20,WARRIOR,,0,0,0,0,0,0,10,0,0,0,0,0,0,0,200,3,false,1,500,true,
TOP_WARRIOR_T20,전사의 사슬 상의,EQUIP,TOP,20,WARRIOR,,0,0,0,0,0,0,7,0,0,0,0,0,0,0,200,3,false,1,500,true,
BOTTOM_WARRIOR_T20,전사의 사슬 하의,EQUIP,BOTTOM,20,WARRIOR,,0,0,0,0,0,0,7,0,0,0,0,0,0,0,200,3,false,1,500,true,
SHOES_WARRIOR_T20,전사의 사슬 신발,EQUIP,SHOES,20,WARRIOR,,0,0,0,0,0,0,7,0,0,0,0,0,0,0,200,3,false,1,500,true,
GLOVES_WARRIOR_T20,전사의 사슬 장갑,EQUIP,GLOVES,20,WARRIOR,,0,0,0,0,0,0,4,0,0,0,0,0,0,0,200,3,false,1,500,true,
WEAPON_WARRIOR_T30,전사의 은빛 검,EQUIP,WEAPON,30,WARRIOR,,0,0,0,0,56,0,0,0,0,0,0,0,0,0.5,250,3,false,1,3000,true,
HAT_WARRIOR_T30,전사의 강철 모자,EQUIP,HAT,30,WARRIOR,,0,0,0,0,0,0,15,0,0,0,0,0,0,0,250,3,false,1,1500,true,
TOP_WARRIOR_T30,전사의 강철 상의,EQUIP,TOP,30,WARRIOR,,0,0,0,0,0,0,11,0,0,0,0,0,0,0,250,3,false,1,1500,true,
BOTTOM_WARRIOR_T30,전사의 강철 하의,EQUIP,BOTTOM,30,WARRIOR,,0,0,0,0,0,0,11,0,0,0,0,0,0,0,250,3,false,1,1500,true,
SHOES_WARRIOR_T30,전사의 강철 신발,EQUIP,SHOES,30,WARRIOR,,0,0,0,0,0,0,11,0,0,0,0,0,0,0,250,3,false,1,1500,true,
GLOVES_WARRIOR_T30,전사의 강철 장갑,EQUIP,GLOVES,30,WARRIOR,,0,0,0,0,0,0,6,0,0,0,0,0,0,0,250,3,false,1,1500,true,
WEAPON_MAGICIAN_T10,마법사의 청동 완드,EQUIP,WEAPON,10,MAGICIAN,,0,0,0,0,0,27,0,0,0,0,0,0,0,0.5,150,3,false,1,300,true,
HAT_MAGICIAN_T10,마법사의 가죽 모자,EQUIP,HAT,10,MAGICIAN,,0,0,0,0,0,0,6,0,0,0,0,0,0,0,150,3,false,1,150,true,
TOP_MAGICIAN_T10,마법사의 가죽 상의,EQUIP,TOP,10,MAGICIAN,,0,0,0,0,0,0,4,0,0,0,0,0,0,0,150,3,false,1,150,true,
BOTTOM_MAGICIAN_T10,마법사의 가죽 하의,EQUIP,BOTTOM,10,MAGICIAN,,0,0,0,0,0,0,4,0,0,0,0,0,0,0,150,3,false,1,150,true,
SHOES_MAGICIAN_T10,마법사의 가죽 신발,EQUIP,SHOES,10,MAGICIAN,,0,0,0,0,0,0,4,0,0,0,0,0,0,0,150,3,false,1,150,true,
GLOVES_MAGICIAN_T10,마법사의 가죽 장갑,EQUIP,GLOVES,10,MAGICIAN,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,150,3,false,1,150,true,
WEAPON_MAGICIAN_T20,마법사의 강철 완드,EQUIP,WEAPON,20,MAGICIAN,,0,0,0,0,0,40,0,0,0,0,0,0,0,0.5,200,3,false,1,1000,true,
HAT_MAGICIAN_T20,마법사의 사슬 모자,EQUIP,HAT,20,MAGICIAN,,0,0,0,0,0,0,10,0,0,0,0,0,0,0,200,3,false,1,500,true,
TOP_MAGICIAN_T20,마법사의 사슬 상의,EQUIP,TOP,20,MAGICIAN,,0,0,0,0,0,0,7,0,0,0,0,0,0,0,200,3,false,1,500,true,
BOTTOM_MAGICIAN_T20,마법사의 사슬 하의,EQUIP,BOTTOM,20,MAGICIAN,,0,0,0,0,0,0,7,0,0,0,0,0,0,0,200,3,false,1,500,true,
SHOES_MAGICIAN_T20,마법사의 사슬 신발,EQUIP,SHOES,20,MAGICIAN,,0,0,0,0,0,0,7,0,0,0,0,0,0,0,200,3,false,1,500,true,
GLOVES_MAGICIAN_T20,마법사의 사슬 장갑,EQUIP,GLOVES,20,MAGICIAN,,0,0,0,0,0,0,4,0,0,0,0,0,0,0,200,3,false,1,500,true,
WEAPON_MAGICIAN_T30,마법사의 은빛 완드,EQUIP,WEAPON,30,MAGICIAN,,0,0,0,0,0,56,0,0,0,0,0,0,0,0.5,250,3,false,1,3000,true,
HAT_MAGICIAN_T30,마법사의 강철 모자,EQUIP,HAT,30,MAGICIAN,,0,0,0,0,0,0,15,0,0,0,0,0,0,0,250,3,false,1,1500,true,
TOP_MAGICIAN_T30,마법사의 강철 상의,EQUIP,TOP,30,MAGICIAN,,0,0,0,0,0,0,11,0,0,0,0,0,0,0,250,3,false,1,1500,true,
BOTTOM_MAGICIAN_T30,마법사의 강철 하의,EQUIP,BOTTOM,30,MAGICIAN,,0,0,0,0,0,0,11,0,0,0,0,0,0,0,250,3,false,1,1500,true,
SHOES_MAGICIAN_T30,마법사의 강철 신발,EQUIP,SHOES,30,MAGICIAN,,0,0,0,0,0,0,11,0,0,0,0,0,0,0,250,3,false,1,1500,true,
GLOVES_MAGICIAN_T30,마법사의 강철 장갑,EQUIP,GLOVES,30,MAGICIAN,,0,0,0,0,0,0,6,0,0,0,0,0,0,0,250,3,false,1,1500,true,
WEAPON_ARCHER_T10,궁수의 청동 활,EQUIP,WEAPON,10,ARCHER,,0,0,0,0,27,0,0,0,0,0,0,0,0,0.5,150,3,false,1,300,true,
HAT_ARCHER_T10,궁수의 가죽 모자,EQUIP,HAT,10,ARCHER,,0,0,0,0,0,0,6,0,0,0,0,0,0,0,150,3,false,1,150,true,
TOP_ARCHER_T10,궁수의 가죽 상의,EQUIP,TOP,10,ARCHER,,0,0,0,0,0,0,4,0,0,0,0,0,0,0,150,3,false,1,150,true,
BOTTOM_ARCHER_T10,궁수의 가죽 하의,EQUIP,BOTTOM,10,ARCHER,,0,0,0,0,0,0,4,0,0,0,0,0,0,0,150,3,false,1,150,true,
SHOES_ARCHER_T10,궁수의 가죽 신발,EQUIP,SHOES,10,ARCHER,,0,0,0,0,0,0,4,0,0,0,0,0,0,0,150,3,false,1,150,true,
GLOVES_ARCHER_T10,궁수의 가죽 장갑,EQUIP,GLOVES,10,ARCHER,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,150,3,false,1,150,true,
WEAPON_ARCHER_T20,궁수의 강철 활,EQUIP,WEAPON,20,ARCHER,,0,0,0,0,40,0,0,0,0,0,0,0,0,0.5,200,3,false,1,1000,true,
HAT_ARCHER_T20,궁수의 사슬 모자,EQUIP,HAT,20,ARCHER,,0,0,0,0,0,0,10,0,0,0,0,0,0,0,200,3,false,1,500,true,
TOP_ARCHER_T20,궁수의 사슬 상의,EQUIP,TOP,20,ARCHER,,0,0,0,0,0,0,7,0,0,0,0,0,0,0,200,3,false,1,500,true,
BOTTOM_ARCHER_T20,궁수의 사슬 하의,EQUIP,BOTTOM,20,ARCHER,,0,0,0,0,0,0,7,0,0,0,0,0,0,0,200,3,false,1,500,true,
SHOES_ARCHER_T20,궁수의 사슬 신발,EQUIP,SHOES,20,ARCHER,,0,0,0,0,0,0,7,0,0,0,0,0,0,0,200,3,false,1,500,true,
GLOVES_ARCHER_T20,궁수의 사슬 장갑,EQUIP,GLOVES,20,ARCHER,,0,0,0,0,0,0,4,0,0,0,0,0,0,0,200,3,false,1,500,true,
WEAPON_ARCHER_T30,궁수의 은빛 활,EQUIP,WEAPON,30,ARCHER,,0,0,0,0,56,0,0,0,0,0,0,0,0,0.5,250,3,false,1,3000,true,
HAT_ARCHER_T30,궁수의 강철 모자,EQUIP,HAT,30,ARCHER,,0,0,0,0,0,0,15,0,0,0,0,0,0,0,250,3,false,1,1500,true,
TOP_ARCHER_T30,궁수의 강철 상의,EQUIP,TOP,30,ARCHER,,0,0,0,0,0,0,11,0,0,0,0,0,0,0,250,3,false,1,1500,true,
BOTTOM_ARCHER_T30,궁수의 강철 하의,EQUIP,BOTTOM,30,ARCHER,,0,0,0,0,0,0,11,0,0,0,0,0,0,0,250,3,false,1,1500,true,
SHOES_ARCHER_T30,궁수의 강철 신발,EQUIP,SHOES,30,ARCHER,,0,0,0,0,0,0,11,0,0,0,0,0,0,0,250,3,false,1,1500,true,
GLOVES_ARCHER_T30,궁수의 강철 장갑,EQUIP,GLOVES,30,ARCHER,,0,0,0,0,0,0,6,0,0,0,0,0,0,0,250,3,false,1,1500,true,
WEAPON_THIEF_T10,도적의 청동 단검,EQUIP,WEAPON,10,THIEF,,0,0,0,0,27,0,0,0,0,0,0,0,0,0.5,150,3,false,1,300,true,
HAT_THIEF_T10,도적의 가죽 모자,EQUIP,HAT,10,THIEF,,0,0,0,0,0,0,6,0,0,0,0,0,0,0,150,3,false,1,150,true,
TOP_THIEF_T10,도적의 가죽 상의,EQUIP,TOP,10,THIEF,,0,0,0,0,0,0,4,0,0,0,0,0,0,0,150,3,false,1,150,true,
BOTTOM_THIEF_T10,도적의 가죽 하의,EQUIP,BOTTOM,10,THIEF,,0,0,0,0,0,0,4,0,0,0,0,0,0,0,150,3,false,1,150,true,
SHOES_THIEF_T10,도적의 가죽 신발,EQUIP,SHOES,10,THIEF,,0,0,0,0,0,0,4,0,0,0,0,0,0,0,150,3,false,1,150,true,
GLOVES_THIEF_T10,도적의 가죽 장갑,EQUIP,GLOVES,10,THIEF,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,150,3,false,1,150,true,
WEAPON_THIEF_T20,도적의 강철 단검,EQUIP,WEAPON,20,THIEF,,0,0,0,0,40,0,0,0,0,0,0,0,0,0.5,200,3,false,1,1000,true,
HAT_THIEF_T20,도적의 사슬 모자,EQUIP,HAT,20,THIEF,,0,0,0,0,0,0,10,0,0,0,0,0,0,0,200,3,false,1,500,true,
TOP_THIEF_T20,도적의 사슬 상의,EQUIP,TOP,20,THIEF,,0,0,0,0,0,0,7,0,0,0,0,0,0,0,200,3,false,1,500,true,
BOTTOM_THIEF_T20,도적의 사슬 하의,EQUIP,BOTTOM,20,THIEF,,0,0,0,0,0,0,7,0,0,0,0,0,0,0,200,3,false,1,500,true,
SHOES_THIEF_T20,도적의 사슬 신발,EQUIP,SHOES,20,THIEF,,0,0,0,0,0,0,7,0,0,0,0,0,0,0,200,3,false,1,500,true,
GLOVES_THIEF_T20,도적의 사슬 장갑,EQUIP,GLOVES,20,THIEF,,0,0,0,0,0,0,4,0,0,0,0,0,0,0,200,3,false,1,500,true,
WEAPON_THIEF_T30,도적의 은빛 단검,EQUIP,WEAPON,30,THIEF,,0,0,0,0,56,0,0,0,0,0,0,0,0,0.5,250,3,false,1,3000,true,
HAT_THIEF_T30,도적의 강철 모자,EQUIP,HAT,30,THIEF,,0,0,0,0,0,0,15,0,0,0,0,0,0,0,250,3,false,1,1500,true,
TOP_THIEF_T30,도적의 강철 상의,EQUIP,TOP,30,THIEF,,0,0,0,0,0,0,11,0,0,0,0,0,0,0,250,3,false,1,1500,true,
BOTTOM_THIEF_T30,도적의 강철 하의,EQUIP,BOTTOM,30,THIEF,,0,0,0,0,0,0,11,0,0,0,0,0,0,0,250,3,false,1,1500,true,
SHOES_THIEF_T30,도적의 강철 신발,EQUIP,SHOES,30,THIEF,,0,0,0,0,0,0,11,0,0,0,0,0,0,0,250,3,false,1,1500,true,
GLOVES_THIEF_T30,도적의 강철 장갑,EQUIP,GLOVES,30,THIEF,,0,0,0,0,0,0,6,0,0,0,0,0,0,0,250,3,false,1,1500,true,
WEAPON_PIRATE_T10,해적의 청동 너클,EQUIP,WEAPON,10,PIRATE,,0,0,0,0,27,0,0,0,0,0,0,0,0,0.5,150,3,false,1,300,true,
HAT_PIRATE_T10,해적의 가죽 모자,EQUIP,HAT,10,PIRATE,,0,0,0,0,0,0,6,0,0,0,0,0,0,0,150,3,false,1,150,true,
TOP_PIRATE_T10,해적의 가죽 상의,EQUIP,TOP,10,PIRATE,,0,0,0,0,0,0,4,0,0,0,0,0,0,0,150,3,false,1,150,true,
BOTTOM_PIRATE_T10,해적의 가죽 하의,EQUIP,BOTTOM,10,PIRATE,,0,0,0,0,0,0,4,0,0,0,0,0,0,0,150,3,false,1,150,true,
SHOES_PIRATE_T10,해적의 가죽 신발,EQUIP,SHOES,10,PIRATE,,0,0,0,0,0,0,4,0,0,0,0,0,0,0,150,3,false,1,150,true,
GLOVES_PIRATE_T10,해적의 가죽 장갑,EQUIP,GLOVES,10,PIRATE,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,150,3,false,1,150,true,
WEAPON_PIRATE_T20,해적의 강철 너클,EQUIP,WEAPON,20,PIRATE,,0,0,0,0,40,0,0,0,0,0,0,0,0,0.5,200,3,false,1,1000,true,
HAT_PIRATE_T20,해적의 사슬 모자,EQUIP,HAT,20,PIRATE,,0,0,0,0,0,0,10,0,0,0,0,0,0,0,200,3,false,1,500,true,
TOP_PIRATE_T20,해적의 사슬 상의,EQUIP,TOP,20,PIRATE,,0,0,0,0,0,0,7,0,0,0,0,0,0,0,200,3,false,1,500,true,
BOTTOM_PIRATE_T20,해적의 사슬 하의,EQUIP,BOTTOM,20,PIRATE,,0,0,0,0,0,0,7,0,0,0,0,0,0,0,200,3,false,1,500,true,
SHOES_PIRATE_T20,해적의 사슬 신발,EQUIP,SHOES,20,PIRATE,,0,0,0,0,0,0,7,0,0,0,0,0,0,0,200,3,false,1,500,true,
GLOVES_PIRATE_T20,해적의 사슬 장갑,EQUIP,GLOVES,20,PIRATE,,0,0,0,0,0,0,4,0,0,0,0,0,0,0,200,3,false,1,500,true,
WEAPON_PIRATE_T30,해적의 은빛 너클,EQUIP,WEAPON,30,PIRATE,,0,0,0,0,56,0,0,0,0,0,0,0,0,0.5,250,3,false,1,3000,true,
HAT_PIRATE_T30,해적의 강철 모자,EQUIP,HAT,30,PIRATE,,0,0,0,0,0,0,15,0,0,0,0,0,0,0,250,3,false,1,1500,true,
TOP_PIRATE_T30,해적의 강철 상의,EQUIP,TOP,30,PIRATE,,0,0,0,0,0,0,11,0,0,0,0,0,0,0,250,3,false,1,1500,true,
BOTTOM_PIRATE_T30,해적의 강철 하의,EQUIP,BOTTOM,30,PIRATE,,0,0,0,0,0,0,11,0,0,0,0,0,0,0,250,3,false,1,1500,true,
SHOES_PIRATE_T30,해적의 강철 신발,EQUIP,SHOES,30,PIRATE,,0,0,0,0,0,0,11,0,0,0,0,0,0,0,250,3,false,1,1500,true,
GLOVES_PIRATE_T30,해적의 강철 장갑,EQUIP,GLOVES,30,PIRATE,,0,0,0,0,0,0,6,0,0,0,0,0,0,0,250,3,false,1,1500,true,
POTION_RED,빨간 포션,CONSUME,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,99,15,true,HP 회복 물약 1종(GDD §4.9) · 회복량은 ConsumeInfo · 물약 상인 30메소 · 인벤토리 클릭으로 사용
